review,rating
NiceREAD MORE,3
very bedREAD MORE,4
it's very light weight that is what is good about the productREAD MORE,5
nycREAD MORE,5
goodREAD MORE,5
Nice!! Awesome productREAD MORE,5
super productREAD MORE,5
NYC product ....I love itREAD MORE,5
good mobile phone. Simple ...good for voice callREAD MORE,5
WowREAD MORE,5
AmazingREAD MORE,5
very nice phonREAD MORE,4
very niceREAD MORE,4
Good productREAD MORE,5
it's genuine.READ MORE,5
goodREAD MORE,5
nice product... satisfiedREAD MORE,5
best phoneREAD MORE,5
Gorgeous mobile phone for calling and messaging.READ MORE,5
excellentREAD MORE,5
excellentREAD MORE,5
Good productREAD MORE,5
superREAD MORE,4
good okREAD MORE,5
Basic Mobile AmazingREAD MORE,5
not goodREAD MORE,1
Very good phone .must buy...READ MORE,5
lovely but not camera.READ MORE,4
superREAD MORE,5
superREAD MORE,5
Very goodREAD MORE,5
Samsung bar mobile is such a nice mobile if the mobile is fall into the earth the mobile will be fine.READ MORE,3
HappyREAD MORE,5
greatREAD MORE,5
pretty goodREAD MORE,5
Good productREAD MORE,3
NiceREAD MORE,5
Very good mobile phoneREAD MORE,5
GoodREAD MORE,3
very good phone for momsREAD MORE,5
GoodREAD MORE,5
goodREAD MORE,5
Voice breakREAD MORE,2
zeroREAD MORE,5
suprb productREAD MORE,5
very goodREAD MORE,5
goodREAD MORE,5
Poor soundREAD MORE,2
niceREAD MORE,5
GoodREAD MORE,5
goodREAD MORE,5
goodREAD MORE,5
extraordinary mobile for parents purpose..READ MORE,5
goodREAD MORE,5
niceREAD MORE,5
favours battery backupREAD MORE,5
nice yarREAD MORE,5
GoodREAD MORE,4
very good phoneREAD MORE,5
Good productREAD MORE,5
One of the best product from Samsung mobi88READ MORE,5
Very good ProductREAD MORE,5
This is awesome mobile supperREAD MORE,5
GoodREAD MORE,5
very good phone for rough useREAD MORE,4
just wowREAD MORE,4
GoodREAD MORE,4
Quick service .Well done..READ MORE,5
product is good also value for moneyREAD MORE,4
good mobile with in this price..READ MORE,5
goodREAD MORE,5
Good productREAD MORE,4
Super mobileREAD MORE,5
thank you flipkart.READ MORE,5
very good product.price for money.READ MORE,4
goodREAD MORE,5
goodREAD MORE,4
very goodREAD MORE,5
goodREAD MORE,5
Poor soundREAD MORE,2
niceREAD MORE,5
GoodREAD MORE,5
goodREAD MORE,5
goodREAD MORE,5
extraordinary mobile for parents purpose..READ MORE,5
goodREAD MORE,5
niceREAD MORE,5
favours battery backupREAD MORE,5
nice yarREAD MORE,5
GoodREAD MORE,4
very good phoneREAD MORE,5
Good productREAD MORE,5
One of the best product from Samsung mobi88READ MORE,5
Very good ProductREAD MORE,5
This is awesome mobile supperREAD MORE,5
GoodREAD MORE,5
very good phone for rough useREAD MORE,4
just wowREAD MORE,4
goodREAD MORE,4
thanksREAD MORE,5
nice mobile.READ MORE,5
good productREAD MORE,3
good mobileREAD MORE,5
GoodREAD MORE,5
Nice phone....Value for money.READ MORE,4
Great itemREAD MORE,5
Back side damaged..READ MORE,1
niceREAD MORE,5
NiceREAD MORE,4
very niceREAD MORE,5
NiceREAD MORE,4
nice mobileREAD MORE,5
very comfortable using and 6 or 7 days stay for one time charged.thank youREAD MORE,5
average productREAD MORE,3
goodREAD MORE,5
Power fullREAD MORE,5
"sound is not loud enough , everything else is good as price point.READ MORE",4
niceREAD MORE,4
Switch off immediately after switch on...READ MORE,1
simple use onlyREAD MORE,4
Nice productsREAD MORE,4
GoodREAD MORE,5
okREAD MORE,5
very nice productREAD MORE,5
good but display is small & single simREAD MORE,4
Superb..READ MORE,4
greatREAD MORE,4
value for money product.READ MORE,5
GoodREAD MORE,5
very nice phoneREAD MORE,4
goodREAD MORE,4
thanksREAD MORE,5
nice mobile.READ MORE,5
good productREAD MORE,3
good mobileREAD MORE,5
GoodREAD MORE,5
Nice phone....Value for money.READ MORE,4
Great itemREAD MORE,5
ossomREAD MORE,5
Very nice phoneREAD MORE,5
SAMSUNG GURU 1200 PURCHASED ON 7TH JULY 2019 IS FOUND DEFECTIVE.THE DISPLAY IS NOT COMING. PLEASE REPLACE THE SAMEREAD MORE,1
too good ...m more happy this productREAD MORE,5
Very goodREAD MORE,4
PerfectREAD MORE,5
It's the best phoneREAD MORE,5
Rear body cover luseREAD MORE,5
goodREAD MORE,5
Best phone in its price segmentREAD MORE,5
"sound is not loud enough , everything else is good as price point.READ MORE",4
niceREAD MORE,4
niceREAD MORE,5
too small in sizeREAD MORE,1
OkREAD MORE,5
"No earphone, no headset.... It's very uselessREAD MORE",1
One of the worse item.READ MORE,1
okREAD MORE,5
GoodREAD MORE,4
Good mobile in thise priceREAD MORE,5
Good mobile in thise priceREAD MORE,5
Awesome .. worth for money..READ MORE,5
good👍👍👍 mobileREAD MORE,5
thank youREAD MORE,5
not badREAD MORE,3
gudREAD MORE,5
Super Performance.. Rs.1100.. And No Cost EMI.. Bajaj Card..READ MORE,5
niceREAD MORE,5
gdREAD MORE,5
"superb products , thankyou flipcort.READ MORE",5
Very fast delivery thanks flipkartREAD MORE,4
it's awesomeREAD MORE,5
Nice product...READ MORE,4
very goodREAD MORE,5
very poor quality...  if someone calls even we can't hear properly.. n network issue.. not worth for the money.. don't buy this mobile..READ MORE,1
super handsetREAD MORE,5
goodREAD MORE,3
Worst piece in FlipkartREAD MORE,1
worthyREAD MORE,4
goodREAD MORE,5
goodREAD MORE,5
Best phone in its price segmentREAD MORE,5
Nice mobileREAD MORE,5
good phoneREAD MORE,4
Nice phone to useREAD MORE,5
i like mobile love thisREAD MORE,5
good phoneREAD MORE,5
ThanksREAD MORE,5
superbREAD MORE,5
super productREAD MORE,5
nice productREAD MORE,4
okREAD MORE,4
Nice productREAD MORE,5
bestREAD MORE,4
GoodREAD MORE,4
Very good product with less cost. battery Life time was awesome.READ MORE,5
The product is not satisfactry....it is a condomn mobile set....always keep bibrate and the light of display is always on....it is very badREAD MORE,1
so niceREAD MORE,5
best key pad mobile in low priceREAD MORE,4
Very good productREAD MORE,5
okREAD MORE,5
GoodREAD MORE,5
NiceREAD MORE,4
good productREAD MORE,5
good oneREAD MORE,4
product is very good 😊READ MORE,5
okREAD MORE,3
Good productREAD MORE,5
Good productREAD MORE,4
best phone at this rate...supeerREAD MORE,5
worthyREAD MORE,4
goodREAD MORE,5
goodREAD MORE,5
GoodREAD MORE,5
awesomeREAD MORE,4
goodREAD MORE,4
niceREAD MORE,4
Good mobileREAD MORE,5
superbREAD MORE,5
GOOD EXPERINCEREAD MORE,5
to gud productsREAD MORE,5
"Don't expect too much. it's a feature phone. just you can call , answer calls. but it's a great value for money. quality is good. I bought this as my previous phone was also this oneREAD MORE",5
niceREAD MORE,5
nice productREAD MORE,5
not badREAD MORE,4
very good.....READ MORE,5
GoodREAD MORE,5
NicREAD MORE,5
goodREAD MORE,4
Battery is getting discharged in 1 hour even after full rechargeREAD MORE,1
okREAD MORE,4
The best product.READ MORE,5
nice.. looking goodREAD MORE,5
best purchaseREAD MORE,4
GoodREAD MORE,5
superbbbREAD MORE,5
Micro USB charging point is missing. Rest mobile is good.READ MORE,4
waste this product now a daysREAD MORE,2
nice mobileREAD MORE,4
Absolutely Nice Phone !!!!READ MORE,4
badREAD MORE,1
good prdacktREAD MORE,5
Everything is ok but the thing is there is no head set option alsoREAD MORE,4
battery backup is very lowREAD MORE,2
NiceREAD MORE,5
niceREAD MORE,5
GoodREAD MORE,4
Battery backup is good and nice qualityREAD MORE,5
goodREAD MORE,5
AwesomeREAD MORE,5
GoodREAD MORE,3
niceREAD MORE,5
excellentREAD MORE,5
I love this product and flipkart is very good for fast deliveryREAD MORE,5
Very GoodREAD MORE,5
Nice productREAD MORE,5
ordinary mobile with no camera no storage that's what I needed as per my official requirements but phone is not that durable.. if by mistake fall by ur hands it ripped apart evrytime also evrytime u need to reset the date and time when battery dettached.. also single sim and old big sim to fit into slotREAD MORE,3
goodREAD MORE,5
value of moneyREAD MORE,5
very niceREAD MORE,5
goodREAD MORE,4
Battery is getting discharged in 1 hour even after full rechargeREAD MORE,1
okREAD MORE,4
The best product.READ MORE,5
nice.. looking goodREAD MORE,5
best purchaseREAD MORE,4
GoodREAD MORE,5
superbbbREAD MORE,5
Micro USB charging point is missing. Rest mobile is good.READ MORE,4
waste this product now a daysREAD MORE,2
so good phone... love it😘😘😘😘READ MORE,5
just okREAD MORE,2
superb...READ MORE,5
this product is arlficalREAD MORE,1
superREAD MORE,5
superREAD MORE,5
goodREAD MORE,5
Charging probREAD MORE,4
much needed phone for office useREAD MORE,5
happy with FlipkartREAD MORE,5
GoodREAD MORE,5
nice prodect .. and upereb...READ MORE,4
goodREAD MORE,5
good helpful mobileREAD MORE,5
NiceREAD MORE,5
awesome delivery for FlipkartREAD MORE,5
superREAD MORE,5
wonderful product and the services given by the flipkartREAD MORE,5
good delivery good productREAD MORE,5
nice phoneREAD MORE,5
this phone quality is very goodREAD MORE,5
superbREAD MORE,4
AwesomeREAD MORE,5
chief and best...READ MORE,3
GreatREAD MORE,5
Very nice mobile.READ MORE,5
nice productREAD MORE,5
nice feature phoneGood call sounds loud and clearREAD MORE,5
niceREAD MORE,5
sim is not  supportedREAD MORE,1
Very good mobileREAD MORE,5
superbREAD MORE,4
Very bad mobileREAD MORE,1
no providing earphonesREAD MORE,3
goodREAD MORE,5
nice phoneREAD MORE,5
very good mobileREAD MORE,5
Good phone Compact lookREAD MORE,4
nice to see youREAD MORE,5
very old model and chargaer is also differentREAD MORE,2
much needed phone for office useREAD MORE,5
happy with FlipkartREAD MORE,5
GoodREAD MORE,5
nice prodect .. and upereb...READ MORE,4
goodREAD MORE,5
good helpful mobileREAD MORE,5
NiceREAD MORE,5
awesome delivery for FlipkartREAD MORE,5
superREAD MORE,5
wonderful product and the services given by the flipkartREAD MORE,5
it is best simple phoneREAD MORE,5
goodREAD MORE,5
GreatREAD MORE,5
New and original product Deliver by flipkartREAD MORE,4
goodREAD MORE,5
goodREAD MORE,5
niceREAD MORE,5
"very good product, happy for having it😀😀READ MORE",5
"charger pin is not comfortable  with current trend you need carry charger with u because u can, not charge with others charger like oppo vivo.READ MORE",1
niceREAD MORE,4
nice productREAD MORE,5
very nice product in this price range with Samsung brandingREAD MORE,5
niceREAD MORE,5
very nice productsREAD MORE,5
nice mobile. I am very happyREAD MORE,5
"good , satisfiedREAD MORE",5
nice productREAD MORE,5
master of all mobileREAD MORE,5
nice productREAD MORE,5
Good dealREAD MORE,5
good product in reasonable priceREAD MORE,5
Awesome product. Delivery is very good.READ MORE,5
nice productREAD MORE,5
"small   mobile , eacy use  ,  good batteryREAD MORE",4
this is best deviceREAD MORE,5
Nice phoneREAD MORE,5
okREAD MORE,5
It's goodREAD MORE,5
nice...READ MORE,5
good productREAD MORE,5
AwesomeREAD MORE,5
GoodREAD MORE,4
nice mobile.READ MORE,4
nice colourREAD MORE,5
niceREAD MORE,4
niceREAD MORE,4
goodREAD MORE,5
niceREAD MORE,5
Very good 3READ MORE,5
